,movie_title,movie_imdb_link,num_voted_users,imdb_score,duration,gross,content_rating,budget,title_year
4472,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It ,http://www.imdb.com/title/tt1498870/?ref_=fn_tt_tt_1,5579,2.7,82.0,,R,1300000.0,2010.0
4473,Forget Me Not ,http://www.imdb.com/title/tt1147684/?ref_=fn_tt_tt_1,4866,5.2,103.0,,R,1300000.0,2009.0
4474,Rebecca ,http://www.imdb.com/title/tt0032976/?ref_=fn_tt_tt_1,87424,8.2,130.0,,Not Rated,1288000.0,1940.0
4475,Friday the 13th Part 2 ,http://www.imdb.com/title/tt0082418/?ref_=fn_tt_tt_1,39690,6.1,87.0,19100000.0,R,1250000.0,1981.0
4476,The Lost Weekend ,http://www.imdb.com/title/tt0037884/?ref_=fn_tt_tt_1,24959,8.0,101.0,,Not Rated,1250000.0,1945.0
4477,C.H.U.D. ,http://www.imdb.com/title/tt0087015/?ref_=fn_tt_tt_1,7528,5.5,96.0,,R,1250000.0,1984.0
4478,Filly Brown ,http://www.imdb.com/title/tt1869425/?ref_=fn_tt_tt_1,910,5.7,80.0,2833383.0,R,427000.0,2012.0
4479,The Lion of Judah ,http://www.imdb.com/title/tt1212022/?ref_=fn_tt_tt_1,458,3.7,87.0,,PG,15000000.0,2011.0
4480,Niagara ,http://www.imdb.com/title/tt0046126/?ref_=fn_tt_tt_1,11047,7.1,92.0,,Approved,1250000.0,1953.0
4481,How Green Was My Valley ,http://www.imdb.com/title/tt0033729/?ref_=fn_tt_tt_1,15840,7.8,118.0,,Approved,1250000.0,1941.0
4482,The Girlfriend Experience             ,http://www.imdb.com/title/tt3846642/?ref_=fn_tt_tt_1,3282,7.3,27.0,,TV-MA,,
4483,Da Sweet Blood of Jesus ,http://www.imdb.com/title/tt3104930/?ref_=fn_tt_tt_1,794,4.1,123.0,,,1420000.0,2014.0
4484,"Sex, Lies, and Videotape ",http://www.imdb.com/title/tt0098724/?ref_=fn_tt_tt_1,37785,7.2,100.0,24741700.0,R,1200000.0,1989.0
4485,Saw ,http://www.imdb.com/title/tt0387564/?ref_=fn_tt_tt_1,299127,7.7,103.0,55153403.0,R,1200000.0,2004.0
4486,Super Troopers ,http://www.imdb.com/title/tt0247745/?ref_=fn_tt_tt_1,76151,7.1,100.0,18488314.0,R,1200000.0,2001.0
4487,The Algerian ,http://www.imdb.com/title/tt1681370/?ref_=fn_tt_tt_1,101,7.6,99.0,,,1300000.0,2014.0
4488,The Amazing Catfish ,http://www.imdb.com/title/tt2414046/?ref_=fn_tt_tt_1,1229,7.0,89.0,11278.0,,1300000.0,2013.0
4489,The Day the Earth Stood Still ,http://www.imdb.com/title/tt0970416/?ref_=fn_tt_tt_1,139426,5.5,104.0,79363785.0,PG-13,80000000.0,2008.0
4490,Monsoon Wedding ,http://www.imdb.com/title/tt0265343/?ref_=fn_tt_tt_1,19397,7.4,114.0,13876974.0,R,7000000.0,2001.0
4491,You Can Count on Me ,http://www.imdb.com/title/tt0203230/?ref_=fn_tt_tt_1,22145,7.7,111.0,9180275.0,R,1200000.0,2000.0
4492,The Trouble with Harry ,http://www.imdb.com/title/tt0048750/?ref_=fn_tt_tt_1,24891,7.2,99.0,,Approved,1200000.0,1955.0
4493,Lucky Number Slevin ,http://www.imdb.com/title/tt0425210/?ref_=fn_tt_tt_1,262160,7.8,110.0,22494487.0,R,27000000.0,2006.0
4494,But I'm a Cheerleader ,http://www.imdb.com/title/tt0179116/?ref_=fn_tt_tt_1,19986,6.6,85.0,2199853.0,R,1200000.0,1999.0
4495,Home Run ,http://www.imdb.com/title/tt2051894/?ref_=fn_tt_tt_1,2417,6.0,113.0,2859955.0,PG-13,1200000.0,2013.0
4496,Reservoir Dogs ,http://www.imdb.com/title/tt0105236/?ref_=fn_tt_tt_1,664719,8.4,99.0,2812029.0,R,1200000.0,1992.0
4497,The Blue Bird ,http://www.imdb.com/title/tt0032264/?ref_=fn_tt_tt_1,1047,6.5,83.0,,Approved,,1940.0
4498,"The Good, the Bad and the Ugly ",http://www.imdb.com/title/tt0060196/?ref_=fn_tt_tt_1,503509,8.9,142.0,6100000.0,Approved,1200000.0,1966.0
4499,The Second Mother ,http://www.imdb.com/title/tt3742378/?ref_=fn_tt_tt_1,7025,7.9,112.0,375723.0,R,4000000.0,2015.0
4500,Blue Like Jazz ,http://www.imdb.com/title/tt1758575/?ref_=fn_tt_tt_1,2582,6.0,108.0,594904.0,PG-13,1200000.0,2012.0
4501,Down and Out with the Dolls ,http://www.imdb.com/title/tt0283323/?ref_=fn_tt_tt_1,91,6.1,88.0,58936.0,R,1200000.0,2001.0
4502,"Pink Ribbons, Inc. ",http://www.imdb.com/title/tt2035599/?ref_=fn_tt_tt_1,591,7.4,97.0,24784.0,Not Rated,1200000.0,2011.0
4503,Certifiably Jonathan ,http://www.imdb.com/title/tt0976025/?ref_=fn_tt_tt_1,132,6.2,85.0,7826.0,,1200000.0,2007.0
4504,Q ,http://www.imdb.com/title/tt1879030/?ref_=fn_tt_tt_1,4068,5.6,103.0,,,1500000.0,2011.0
4505,The Knife of Don Juan ,http://www.imdb.com/title/tt1349485/?ref_=fn_tt_tt_1,27,7.2,110.0,3830.0,,1200000.0,2013.0
4506,Grand Theft Parsons ,http://www.imdb.com/title/tt0338075/?ref_=fn_tt_tt_1,2953,6.1,88.0,,PG-13,,2003.0
4507,Extreme Movie ,http://www.imdb.com/title/tt0806147/?ref_=fn_tt_tt_1,9560,3.8,76.0,,R,,2008.0
4508,The Charge of the Light Brigade ,http://www.imdb.com/title/tt0027438/?ref_=fn_tt_tt_1,3418,7.1,100.0,,Approved,1200000.0,1936.0
4509,Below Zero ,http://www.imdb.com/title/tt1641388/?ref_=fn_tt_tt_1,652,4.5,99.0,,R,1200000.0,2011.0
4510,Crowsnest ,http://www.imdb.com/title/tt2180333/?ref_=fn_tt_tt_1,1321,3.8,84.0,,R,1200000.0,2012.0
4511,Airborne ,http://www.imdb.com/title/tt0106233/?ref_=fn_tt_tt_1,5061,6.2,91.0,2850263.0,PG,2600000.0,1993.0
4512,Cotton Comes to Harlem ,http://www.imdb.com/title/tt0065579/?ref_=fn_tt_tt_1,1172,6.6,97.0,,R,1200000.0,1970.0
4513,The Wicked Within ,http://www.imdb.com/title/tt1943014/?ref_=fn_tt_tt_1,742,4.6,84.0,,R,1200000.0,2015.0
4514,Bleeding Hearts ,http://www.imdb.com/title/tt2622294/?ref_=fn_tt_tt_1,71,4.2,100.0,,,1200000.0,2015.0
4515,Waiting... ,http://www.imdb.com/title/tt0348333/?ref_=fn_tt_tt_1,76467,6.8,94.0,16101109.0,R,3000000.0,2005.0
4516,Dead Man's Shoes ,http://www.imdb.com/title/tt0419677/?ref_=fn_tt_tt_1,39929,7.7,90.0,6013.0,,695393.0,2004.0
4517,Wolf Creek             ,http://www.imdb.com/title/tt4460878/?ref_=fn_tt_tt_1,726,7.1,,,,,
4518,From a Whisper to a Scream ,http://www.imdb.com/title/tt0091671/?ref_=fn_tt_tt_1,1324,5.9,92.0,1400000.0,R,1100000.0,1987.0
4519,Sex with Strangers ,http://www.imdb.com/title/tt0304692/?ref_=fn_tt_tt_1,285,4.7,105.0,247740.0,,,2002.0
4520,Dracula: Pages from a Virgin's Diary ,http://www.imdb.com/title/tt0293113/?ref_=fn_tt_tt_1,1555,7.0,73.0,39659.0,,1600000.0,2002.0
4521,Faith Like Potatoes ,http://www.imdb.com/title/tt0850667/?ref_=fn_tt_tt_1,2050,6.9,116.0,,PG,10000000.0,2006.0
4522,Beyond the Black Rainbow ,http://www.imdb.com/title/tt1534085/?ref_=fn_tt_tt_1,6555,6.1,110.0,56129.0,R,1100000.0,2010.0
4523,The Raid: Redemption ,http://www.imdb.com/title/tt1899353/?ref_=fn_tt_tt_1,148221,7.6,102.0,4105123.0,R,1100000.0,2011.0
4524,The Dead Undead ,http://www.imdb.com/title/tt0923653/?ref_=fn_tt_tt_1,737,3.0,89.0,,R,1100000.0,2010.0
4525,The Vatican Exorcisms ,http://www.imdb.com/title/tt3043194/?ref_=fn_tt_tt_1,332,2.6,76.0,,R,1100000.0,2013.0
4526,Casablanca ,http://www.imdb.com/title/tt0034583/?ref_=fn_tt_tt_1,387508,8.6,82.0,,PG,950000.0,1942.0
4527,Lake Mungo ,http://www.imdb.com/title/tt0816556/?ref_=fn_tt_tt_1,9465,6.1,89.0,,R,1400000.0,2008.0
4528,Rocket Singh: Salesman of the Year ,http://www.imdb.com/title/tt1434447/?ref_=fn_tt_tt_1,11010,7.5,150.0,,,,2009.0
4529,Silent Running ,http://www.imdb.com/title/tt0067756/?ref_=fn_tt_tt_1,20678,6.7,89.0,,GP,1000000.0,1972.0
4530,Rocky ,http://www.imdb.com/title/tt0075148/?ref_=fn_tt_tt_1,375240,8.1,145.0,117235247.0,PG,960000.0,1976.0
4531,The Sleepwalker ,http://www.imdb.com/title/tt2723576/?ref_=fn_tt_tt_1,512,4.9,91.0,,Not Rated,1100000.0,2014.0
4532,The Fog ,http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,46493,6.8,89.0,21378000.0,R,1000000.0,1980.0
4533,Tom Jones ,http://www.imdb.com/title/tt0057590/?ref_=fn_tt_tt_1,8508,6.8,121.0,,Unrated,1000000.0,1963.0
4534,Unfriended ,http://www.imdb.com/title/tt3713166/?ref_=fn_tt_tt_1,44329,5.7,83.0,31537320.0,R,1000000.0,2014.0
4535,Taxi Driver ,http://www.imdb.com/title/tt0075314/?ref_=fn_tt_tt_1,507063,8.3,110.0,,R,1300000.0,1976.0
4536,The Howling ,http://www.imdb.com/title/tt0082533/?ref_=fn_tt_tt_1,22773,6.6,91.0,17986000.0,R,1000000.0,1981.0
4537,Dr. No ,http://www.imdb.com/title/tt0055928/?ref_=fn_tt_tt_1,116642,7.3,110.0,16067035.0,Approved,1100000.0,1962.0
4538,Chernobyl Diaries ,http://www.imdb.com/title/tt1991245/?ref_=fn_tt_tt_1,52642,5.0,86.0,18112929.0,R,1000000.0,2012.0
4539,Hellraiser ,http://www.imdb.com/title/tt0093177/?ref_=fn_tt_tt_1,76407,7.0,86.0,14564027.0,R,1000000.0,1987.0
4540,God's Not Dead 2 ,http://www.imdb.com/title/tt4824308/?ref_=fn_tt_tt_1,4501,3.4,120.0,20773070.0,PG,5000000.0,2016.0
4541,Cry_Wolf ,http://www.imdb.com/title/tt0384286/?ref_=fn_tt_tt_1,23021,5.9,90.0,10042266.0,PG-13,1000000.0,2005.0
4542,Godzilla 2000 ,http://www.imdb.com/title/tt0188640/?ref_=fn_tt_tt_1,5442,6.0,99.0,10037390.0,PG,1000000000.0,1999.0
4543,Blue Valentine ,http://www.imdb.com/title/tt1120985/?ref_=fn_tt_tt_1,141425,7.4,112.0,9701559.0,R,3500000.0,2010.0
4544,Transamerica ,http://www.imdb.com/title/tt0407265/?ref_=fn_tt_tt_1,36321,7.4,103.0,9013113.0,R,1000000.0,2005.0
4545,The Devil Inside ,http://www.imdb.com/title/tt1560985/?ref_=fn_tt_tt_1,30570,4.2,83.0,53245055.0,R,1000000.0,2012.0
4546,Beyond the Valley of the Dolls ,http://www.imdb.com/title/tt0065466/?ref_=fn_tt_tt_1,7584,6.2,109.0,9000000.0,X,900000.0,1970.0
4547,Love Me Tender ,http://www.imdb.com/title/tt0049452/?ref_=fn_tt_tt_1,2636,6.2,89.0,,,1000000.0,1956.0
4548,An Inconvenient Truth ,http://www.imdb.com/title/tt0497116/?ref_=fn_tt_tt_1,67654,7.5,96.0,23808111.0,PG,,2006.0
4549,Sands of Iwo Jima ,http://www.imdb.com/title/tt0041841/?ref_=fn_tt_tt_1,7346,7.2,109.0,,Approved,1000000.0,1949.0
4550,Shine a Light ,http://www.imdb.com/title/tt0893382/?ref_=fn_tt_tt_1,9638,7.2,122.0,5355376.0,PG-13,,2008.0
4551,The Green Inferno ,http://www.imdb.com/title/tt2403021/?ref_=fn_tt_tt_1,21468,5.4,100.0,7186670.0,R,6000000.0,2013.0
4552,Departure ,http://www.imdb.com/title/tt2248739/?ref_=fn_tt_tt_1,162,7.0,109.0,,,1100000.0,2015.0
4553,The Sessions ,http://www.imdb.com/title/tt1866249/?ref_=fn_tt_tt_1,36381,7.2,95.0,5997134.0,R,1000000.0,2012.0
4554,"Food, Inc. ",http://www.imdb.com/title/tt1286537/?ref_=fn_tt_tt_1,42389,7.9,94.0,4417124.0,PG,,2008.0
4555,October Baby ,http://www.imdb.com/title/tt1720182/?ref_=fn_tt_tt_1,6110,6.8,107.0,5355847.0,PG-13,,2011.0
4556,Next Stop Wonderland ,http://www.imdb.com/title/tt0119778/?ref_=fn_tt_tt_1,4195,6.7,104.0,3386698.0,R,1000000.0,1998.0
4557,Juno ,http://www.imdb.com/title/tt0467406/?ref_=fn_tt_tt_1,414345,7.5,96.0,143492840.0,PG-13,7500000.0,2007.0
4558,The Skeleton Twins ,http://www.imdb.com/title/tt1571249/?ref_=fn_tt_tt_1,31254,6.8,93.0,5283379.0,R,,2014.0
4559,Martha Marcy May Marlene ,http://www.imdb.com/title/tt1441326/?ref_=fn_tt_tt_1,40425,6.9,102.0,2981638.0,R,,2011.0
4560,Obvious Child ,http://www.imdb.com/title/tt2910274/?ref_=fn_tt_tt_1,16594,6.8,84.0,3122616.0,R,,2014.0
4561,Frozen River ,http://www.imdb.com/title/tt0978759/?ref_=fn_tt_tt_1,21746,7.2,97.0,2508841.0,R,1000000.0,2008.0
4562,20 Feet from Stardom ,http://www.imdb.com/title/tt2396566/?ref_=fn_tt_tt_1,9540,7.4,91.0,4946250.0,PG-13,1000000.0,2013.0
4563,Two Girls and a Guy ,http://www.imdb.com/title/tt0124179/?ref_=fn_tt_tt_1,5933,5.6,84.0,1950218.0,R,1000000.0,1997.0
4564,Walking and Talking ,http://www.imdb.com/title/tt0118113/?ref_=fn_tt_tt_1,2629,6.8,86.0,1277257.0,R,1000000.0,1996.0
4565,The Full Monty ,http://www.imdb.com/title/tt0119164/?ref_=fn_tt_tt_1,82232,7.2,91.0,45857453.0,R,3500000.0,1997.0
4566,Who Killed the Electric Car? ,http://www.imdb.com/title/tt0489037/?ref_=fn_tt_tt_1,11283,7.7,92.0,1677838.0,PG,1000000.0,2006.0
4567,The Broken Hearts Club: A Romantic Comedy ,http://www.imdb.com/title/tt0222850/?ref_=fn_tt_tt_1,6084,7.0,94.0,1744858.0,R,1000000.0,2000.0
4568,Bubba Ho-Tep ,http://www.imdb.com/title/tt0281686/?ref_=fn_tt_tt_1,38893,7.2,92.0,,R,1000000.0,2002.0
4569,Goosebumps ,http://www.imdb.com/title/tt1051904/?ref_=fn_tt_tt_1,47988,6.4,103.0,80021740.0,PG,58000000.0,2015.0
4570,Slam ,http://www.imdb.com/title/tt0139615/?ref_=fn_tt_tt_1,1976,7.2,100.0,982214.0,R,1000000.0,1998.0
4571,Brigham City ,http://www.imdb.com/title/tt0268200/?ref_=fn_tt_tt_1,983,7.2,119.0,798341.0,PG-13,1000000.0,2001.0
4572,Fiza ,http://www.imdb.com/title/tt0248012/?ref_=fn_tt_tt_1,2715,6.2,167.0,610991.0,,1000000.0,2000.0
4573,History of the World: Part I ,http://www.imdb.com/title/tt0082517/?ref_=fn_tt_tt_1,36559,6.9,92.0,,R,11000000.0,1981.0
4574,Orgazmo ,http://www.imdb.com/title/tt0124819/?ref_=fn_tt_tt_1,30396,6.2,92.0,582024.0,NC-17,1000000.0,1997.0
4575,All the Real Girls ,http://www.imdb.com/title/tt0299458/?ref_=fn_tt_tt_1,9233,6.9,108.0,548712.0,R,2500000.0,2003.0
4576,Dream with the Fishes ,http://www.imdb.com/title/tt0119019/?ref_=fn_tt_tt_1,1524,7.0,97.0,464655.0,R,1000000.0,1997.0
4577,Blue Car ,http://www.imdb.com/title/tt0290145/?ref_=fn_tt_tt_1,3142,6.7,88.0,464126.0,R,1000000.0,2002.0
4578,Luminarias ,http://www.imdb.com/title/tt0160498/?ref_=fn_tt_tt_1,505,3.6,100.0,428535.0,R,1000000.0,2000.0
4579,Palo Alto ,http://www.imdb.com/title/tt2479800/?ref_=fn_tt_tt_1,19752,6.3,100.0,750100.0,R,,2013.0
4580,Ajami ,http://www.imdb.com/title/tt1077262/?ref_=fn_tt_tt_1,4999,7.4,124.0,621240.0,,,2009.0
4581,Wristcutters: A Love Story ,http://www.imdb.com/title/tt0477139/?ref_=fn_tt_tt_1,46076,7.4,88.0,104077.0,R,1000000.0,2006.0
4582,I Origins ,http://www.imdb.com/title/tt2884206/?ref_=fn_tt_tt_1,75633,7.3,106.0,334658.0,R,,2014.0
4583,The Battle of Shaker Heights ,http://www.imdb.com/title/tt0357470/?ref_=fn_tt_tt_1,3806,6.1,79.0,279282.0,PG-13,1000000.0,2003.0
4584,The Lovely Bones ,http://www.imdb.com/title/tt0380510/?ref_=fn_tt_tt_1,125114,6.7,135.0,43982842.0,PG-13,65000000.0,2009.0
4585,The Act of Killing ,http://www.imdb.com/title/tt2375605/?ref_=fn_tt_tt_1,23836,8.2,96.0,484221.0,Not Rated,1000000.0,2012.0
4586,Taxi to the Dark Side ,http://www.imdb.com/title/tt0854678/?ref_=fn_tt_tt_1,10564,7.7,53.0,274661.0,R,1000000.0,2007.0
4587,Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,http://www.imdb.com/title/tt0489247/?ref_=fn_tt_tt_1,1290,7.3,97.0,144431.0,PG-13,1000000.0,2006.0
4588,Guiana 1838 ,http://www.imdb.com/title/tt0428609/?ref_=fn_tt_tt_1,56,7.4,120.0,227241.0,Unrated,,2004.0
4589,Lisa Picard Is Famous ,http://www.imdb.com/title/tt0233699/?ref_=fn_tt_tt_1,455,5.7,90.0,112521.0,PG-13,,2000.0
4590,Antarctica: A Year on Ice ,http://www.imdb.com/title/tt2361700/?ref_=fn_tt_tt_1,2482,7.6,91.0,287761.0,PG,1000000.0,2013.0
4591,A Lego Brickumentary ,http://www.imdb.com/title/tt3214286/?ref_=fn_tt_tt_1,1220,6.8,93.0,100240.0,G,1000000.0,2014.0
4592,Hardflip ,http://www.imdb.com/title/tt1907639/?ref_=fn_tt_tt_1,606,5.6,112.0,96734.0,PG-13,1000000.0,2012.0
4593,Chocolate: Deep Dark Secrets ,http://www.imdb.com/title/tt0454431/?ref_=fn_tt_tt_1,1524,4.8,160.0,49000.0,,1500000.0,2005.0
4594,The House of the Devil ,http://www.imdb.com/title/tt1172994/?ref_=fn_tt_tt_1,30160,6.4,95.0,100659.0,R,900000.0,2009.0
4595,The Perfect Host ,http://www.imdb.com/title/tt1334553/?ref_=fn_tt_tt_1,20176,6.8,93.0,48430.0,R,500000.0,2010.0
4596,Safe Men ,http://www.imdb.com/title/tt0120813/?ref_=fn_tt_tt_1,2735,6.1,88.0,21210.0,R,1000000.0,1998.0
4597,Speedway Junky ,http://www.imdb.com/title/tt0155197/?ref_=fn_tt_tt_1,1434,5.2,105.0,,R,1000000.0,1999.0
4598,The Last Big Thing ,http://www.imdb.com/title/tt0161743/?ref_=fn_tt_tt_1,334,6.9,98.0,22434.0,R,,1996.0
4599,The Specials ,http://www.imdb.com/title/tt0181836/?ref_=fn_tt_tt_1,1938,6.0,82.0,12996.0,R,1000000.0,2000.0
4600,16 to Life ,http://www.imdb.com/title/tt1130087/?ref_=fn_tt_tt_1,397,6.3,89.0,,,1000000.0,2009.0
4601,Alone with Her ,http://www.imdb.com/title/tt0472259/?ref_=fn_tt_tt_1,3228,6.1,78.0,10018.0,Not Rated,1000000.0,2006.0
4602,Creative Control ,http://www.imdb.com/title/tt3277624/?ref_=fn_tt_tt_1,1048,5.5,97.0,62480.0,R,1000000.0,2015.0
4603,Special ,http://www.imdb.com/title/tt0479162/?ref_=fn_tt_tt_1,4862,6.9,81.0,6387.0,R,1000000.0,2006.0
4604,Sparkler ,http://www.imdb.com/title/tt0124137/?ref_=fn_tt_tt_1,377,5.6,90.0,5494.0,R,,1997.0
4605,The Helix... Loaded ,http://www.imdb.com/title/tt0401462/?ref_=fn_tt_tt_1,534,1.9,97.0,,R,1000000.0,2005.0
4606,In Her Line of Fire ,http://www.imdb.com/title/tt0487156/?ref_=fn_tt_tt_1,783,4.1,88.0,721.0,R,1000000.0,2006.0
4607,The Jimmy Show ,http://www.imdb.com/title/tt0271020/?ref_=fn_tt_tt_1,480,5.4,96.0,703.0,R,1500000.0,2001.0
4608,Heli ,http://www.imdb.com/title/tt2852376/?ref_=fn_tt_tt_1,3499,6.8,105.0,,Not Rated,1000000.0,2013.0
4609,Karachi se Lahore ,http://www.imdb.com/title/tt4590482/?ref_=fn_tt_tt_1,876,7.0,,,,1000000.0,2015.0
4610,Loving Annabelle ,http://www.imdb.com/title/tt0323120/?ref_=fn_tt_tt_1,9190,6.7,76.0,,Not Rated,1000000.0,2006.0
4611,Hits ,http://www.imdb.com/title/tt3145220/?ref_=fn_tt_tt_1,1359,5.8,96.0,,,1000000.0,2014.0
4612,Jimmy and Judy ,http://www.imdb.com/title/tt0425151/?ref_=fn_tt_tt_1,1420,6.2,99.0,,R,1000000.0,2006.0
4613,Frat Party ,http://www.imdb.com/title/tt1414361/?ref_=fn_tt_tt_1,1612,2.8,90.0,,R,1000000.0,2009.0
4614,The Party's Over ,http://www.imdb.com/title/tt0060816/?ref_=fn_tt_tt_1,340,7.3,94.0,,,,1965.0
4615,Proud ,http://www.imdb.com/title/tt0393616/?ref_=fn_tt_tt_1,275,5.8,87.0,,PG,1000000.0,2004.0
4616,The Poker House ,http://www.imdb.com/title/tt1014806/?ref_=fn_tt_tt_1,3943,6.5,93.0,,R,,2008.0
4617,Childless ,http://www.imdb.com/title/tt0867270/?ref_=fn_tt_tt_1,33,6.1,90.0,,R,1000000.0,2008.0
4618,ZMD: Zombies of Mass Destruction ,http://www.imdb.com/title/tt1134674/?ref_=fn_tt_tt_1,3650,5.1,89.0,,R,500000.0,2009.0
4619,Snow White: A Deadly Summer ,http://www.imdb.com/title/tt2149137/?ref_=fn_tt_tt_1,634,2.2,83.0,,PG-13,1000000.0,2012.0
4620,Hidden Away ,http://www.imdb.com/title/tt3289362/?ref_=fn_tt_tt_1,955,7.2,96.0,,Unrated,,2014.0
4621,My Last Day Without You ,http://www.imdb.com/title/tt1679248/?ref_=fn_tt_tt_1,982,5.7,90.0,,,1000000.0,2011.0
4622,Steppin: The Movie ,http://www.imdb.com/title/tt0826751/?ref_=fn_tt_tt_1,293,3.4,138.0,,PG-13,1000000.0,2009.0
4623,Doc Holliday's Revenge ,http://www.imdb.com/title/tt3359872/?ref_=fn_tt_tt_1,93,3.8,84.0,,PG-13,1000000.0,2014.0
4624,Black Rock ,http://www.imdb.com/title/tt1930294/?ref_=fn_tt_tt_1,6531,4.7,83.0,,R,,2012.0
4625,Truth or Die ,http://www.imdb.com/title/tt1838722/?ref_=fn_tt_tt_1,6513,5.6,96.0,,Not Rated,1000000.0,2012.0
4626,The Pet ,http://www.imdb.com/title/tt0825728/?ref_=fn_tt_tt_1,425,3.9,94.0,,,1000000.0,2006.0
4627,Bang Bang Baby ,http://www.imdb.com/title/tt2655734/?ref_=fn_tt_tt_1,137,5.4,90.0,,,1000000.0,2014.0
4628,Fear Clinic ,http://www.imdb.com/title/tt2165765/?ref_=fn_tt_tt_1,6256,5.2,95.0,,R,1000000.0,2015.0
4629,Zombie Hunter ,http://www.imdb.com/title/tt2446502/?ref_=fn_tt_tt_1,2057,3.5,93.0,,Not Rated,1000000.0,2013.0
4630,A Fine Step ,http://www.imdb.com/title/tt1604100/?ref_=fn_tt_tt_1,207,5.3,111.0,,PG,1000000.0,2014.0
4631,Trance ,http://www.imdb.com/title/tt1924429/?ref_=fn_tt_tt_1,92640,7.0,101.0,2319187.0,R,20000000.0,2013.0
4632,Charly ,http://www.imdb.com/title/tt0062794/?ref_=fn_tt_tt_1,4998,7.1,103.0,,PG,,1968.0
4633,Banshee Chapter ,http://www.imdb.com/title/tt2011276/?ref_=fn_tt_tt_1,6265,5.5,87.0,,R,950000.0,2013.0
4634,Jesse             ,http://www.imdb.com/title/tt0156196/?ref_=fn_tt_tt_1,954,5.9,30.0,,,,
4635,Ask Me Anything ,http://www.imdb.com/title/tt2505294/?ref_=fn_tt_tt_1,7870,6.0,100.0,,Not Rated,950000.0,2014.0
4636,And Then Came Love ,http://www.imdb.com/title/tt0825346/?ref_=fn_tt_tt_1,443,4.8,90.0,,,989000.0,2007.0
4637,Food Chains ,http://www.imdb.com/title/tt2141739/?ref_=fn_tt_tt_1,265,7.1,83.0,,,913000.0,2014.0
4638,On the Waterfront ,http://www.imdb.com/title/tt0047296/?ref_=fn_tt_tt_1,100890,8.2,108.0,9600000.0,Not Rated,910000.0,1954.0
4639,L!fe Happens ,http://www.imdb.com/title/tt1726589/?ref_=fn_tt_tt_1,6025,5.7,100.0,20186.0,R,930000.0,2011.0
4640,"4 Months, 3 Weeks and 2 Days ",http://www.imdb.com/title/tt1032846/?ref_=fn_tt_tt_1,44763,7.9,113.0,1185783.0,Not Rated,590000.0,2007.0
4641,The Horror Network Vol. 1 ,http://www.imdb.com/title/tt3034146/?ref_=fn_tt_tt_1,139,7.3,97.0,,,3000000.0,2015.0
4642,Hard Candy ,http://www.imdb.com/title/tt0424136/?ref_=fn_tt_tt_1,131969,7.1,104.0,1007962.0,R,950000.0,2005.0
4643,The Quiet ,http://www.imdb.com/title/tt0414951/?ref_=fn_tt_tt_1,13485,6.4,91.0,381186.0,R,900000.0,2005.0
4644,Circumstance ,http://www.imdb.com/title/tt1684628/?ref_=fn_tt_tt_1,6277,5.9,107.0,439958.0,R,,2011.0
4645,Fruitvale Station ,http://www.imdb.com/title/tt2334649/?ref_=fn_tt_tt_1,53919,7.5,85.0,16097842.0,R,900000.0,2013.0
4646,The Brass Teapot ,http://www.imdb.com/title/tt1935902/?ref_=fn_tt_tt_1,11965,6.4,101.0,6643.0,R,900000.0,2012.0
4647,Bambi ,http://www.imdb.com/title/tt0034492/?ref_=fn_tt_tt_1,94225,7.4,70.0,102797150.0,Approved,,1942.0
4648,The Hammer ,http://www.imdb.com/title/tt0814130/?ref_=fn_tt_tt_1,5489,7.3,88.0,442638.0,R,850000.0,2007.0
4649,Snitch ,http://www.imdb.com/title/tt0882977/?ref_=fn_tt_tt_1,64748,6.5,112.0,42919096.0,PG-13,15000000.0,2013.0
4650,Latter Days ,http://www.imdb.com/title/tt0345551/?ref_=fn_tt_tt_1,14580,7.2,107.0,819939.0,R,850000.0,2003.0
4651,Elza ,http://www.imdb.com/title/tt1852001/?ref_=fn_tt_tt_1,19,6.7,78.0,,,900000.0,2011.0
4652,1982 ,http://www.imdb.com/title/tt2388621/?ref_=fn_tt_tt_1,122,7.1,90.0,,R,1000000.0,2013.0
4653,"For a Good Time, Call... ",http://www.imdb.com/title/tt1996264/?ref_=fn_tt_tt_1,13421,6.0,88.0,1243961.0,R,850000.0,2012.0
4654,Celeste & Jesse Forever ,http://www.imdb.com/title/tt1405365/?ref_=fn_tt_tt_1,24391,6.7,92.0,3094687.0,R,,2012.0
4655,Time Changer ,http://www.imdb.com/title/tt0295725/?ref_=fn_tt_tt_1,1742,5.6,95.0,15278.0,PG,825000.0,2002.0
4656,London to Brighton ,http://www.imdb.com/title/tt0490166/?ref_=fn_tt_tt_1,7308,7.0,85.0,,R,500000.0,2006.0
4657,American Hero ,http://www.imdb.com/title/tt4733536/?ref_=fn_tt_tt_1,2706,4.9,86.0,,,990000.0,2015.0
4658,Windsor Drive ,http://www.imdb.com/title/tt2311428/?ref_=fn_tt_tt_1,169,3.2,90.0,,,100000.0,2015.0
4659,A Separation ,http://www.imdb.com/title/tt1832382/?ref_=fn_tt_tt_1,151812,8.4,123.0,7098492.0,PG-13,500000.0,2011.0
